AREA,PERIMETER,MAJOR_AXIS,MINOR_AXIS,ECCENTRICITY,EQDIASQ,SOLIDITY,CONVEX_AREA,EXTENT,ASPECT_RATIO,ROUNDNESS,COMPACTNESS,SHAPEFACTOR_1,SHAPEFACTOR_2,SHAPEFACTOR_3,SHAPEFACTOR_4,meanRR,meanRG,meanRB,StdDevRR,StdDevRG,StdDevRB,skewRR,skewRG,skewRB,kurtosisRR,kurtosisRG,kurtosisRB,entropyRR,entropyRG,entropyRB,meanH,meanS,meanV,StdDevH,StdDevS,StdDevV,skewH,skewS,skewV,kurtosisH,kurtosisS,kurtosisV,entropyH,entropyS,entropyV,meanL,meanA,meanB,StdDevL,StdDevA,StdDevB,skewL,skewA,skewB,kurtosisL,kurtosisA,kurtosisB,entropyL,entropyA,entropyB,meanY,meanCb,meanCr,StdDevY,StdDevCb,StdDevCr,skewY,skewCb,skewCr,kurtosisY,kurtosisCb,kurtosisCr,entropyY,entropyCb,entropyCr,meanXX,meanYY,meanZZ,StdDevXX,StdDevYY,StdDevZZ,skewXX,skewYY,skewZZ,kurtosisXX,kurtosisYY,kurtosisZZ,entropyXX,entropyYY,entropyZZ,ALLdaub4RR,ALLdaub4RG,ALLdaub4RB,ALLdaub4H,ALLdaub4S,ALLdaub4V,ALLdaub4L,ALLdaub4a,ALLdaub4b,ALLdaub4Y,ALLdaub4Cb,ALLdaub4Cr,ALLdaub4XX,ALLdaub4YY,ALLdaub4ZZ,CLASS
5340,321.527,141.6813,49.0696,0.9381,82.4566,0.9553,5590,0.5949,2.8874,0.6491,0.582,0.0265,0.0092,0.3387,0.978,228.4599,228.9835,237.6388,16.8166,17.0067,15.6632,-1.721,-1.7426,-2.7707,10.4628,10.5234,15.5983,-3048396800,-3064048640,-3317619968,0.6505,0.0404,0.932,0.0485,0.0173,0.0615,-2.5642,-0.3062,-2.7649,21.5339,2.6183,15.5677,1918.4762,61.7281,598.7705,232.1519,128.8933,123.6045,15.3577,0.7916,1.8929,-1.9585,0.7447,0.5403,11.803,4.6547,3.1851,-3152857344,-862181312,-786244928,213.3573,131.8292,126.9614,14.383,1.7754,0.7516,-1.8549,-0.3158,-0.1777,11.0573,2.6547,2.5896,-2622360320,-906257088,-833927744,0.7611,0.7937,0.9242,0.1132,0.1208,0.1243,-1.0378,-0.9204,-1.7496,6.6507,6.2892,9.1217,1530.1469,1366.3746,500.8337,114.2152,114.4718,118.8032,0.3255,0.0202,0.4659,116.0583,64.4496,61.8007,106.6608,65.9165,63.4822,0.3805,0.3968,0.462,Jasmine
5206,319.715,141.9345,47.9974,0.9411,81.4155,0.9609,5418,0.7203,2.9571,0.64,0.5736,0.0273,0.0092,0.329,0.973,211.1567,213.6598,223.8767,13.9853,14.3374,14.6501,-2.1971,-2.3853,-2.6231,13.4835,13.9693,15.1544,-2498742272,-2564324608,-2839119360,0.636,0.0573,0.8779,0.0265,0.0105,0.0575,0.1634,-0.7835,-2.6227,3.5213,4.2762,15.1527,1898.3529,99.4715,999.7812,218.0463,128.525,122.6362,13.1809,0.858,1.0126,-2.5496,0.0019,0.1876,15.3583,5.4782,5.6857,-2677940992,-835264896,-753156352,199.8446,133.0432,126.0686,12.2227,1.0547,0.8721,-2.3761,-0.6827,-0.0252,14.0845,4.2884,4.0209,-2213380864,-901413376,-800452416,0.6472,0.676,0.805,0.0871,0.0915,0.1066,-1.4462,-1.4552,-1.6847,8.3206,8.2339,9.0213,1819.9783,1773.5122,1322.9592,105.5125,106.7631,111.8678,0.318,0.0287,0.4387,108.9611,64.2625,61.3207,99.8684,66.5212,63.0351,0.3232,0.3376,0.402,Jasmine
8799,371.595,150.996,75.3526,0.8666,105.8453,0.9728,9045,0.7568,2.0039,0.8008,0.701,0.0172,0.0086,0.4914,0.9846,212.5385,211.6867,218.6254,17.962,17.913,17.0823,-0.9366,-0.9363,-1.0941,4.4343,4.4107,5.33,-4298994176,-4261514240,-4566685696,0.6864,0.0326,0.8574,0.0336,0.0133,0.067,-14.7662,1.0859,-1.0932,296.753,3.5791,5.3291,3104.592,69.5859,1887.0322,216.6842,129.1272,124.7136,16.4005,0.6241,1.3683,-1.0185,0.8941,-0.8214,4.8447,5.1045,3.1089,-4476420608,-1426328064,-1321139072,198.7113,130.758,127.8103,15.3134,1.244,0.3921,-0.9519,1.1724,-1.5826,4.5002,3.1242,3.5047,-3705106432,-1466489728,-1394412416,0.6415,0.6679,0.7685,0.1134,0.1193,0.1287,-0.5809,-0.57,-0.6536,2.9523,2.8969,3.2718,2985.9241,2904.781,2389.2107,106.1773,105.7527,109.2215,0.3434,0.0163,0.4283,108.2571,64.5629,62.3566,99.2762,65.3782,63.9049,0.3202,0.3334,0.3837,Arborio
13595,476.026,204.123,85.8397,0.9073,131.5663,0.9866,13779,0.6116,2.378,0.7539,0.6445,0.015,0.0063,0.4154,0.9879,225.5242,223.0845,219.6493,11.5381,11.1975,11.0624,-1.4365,-1.2959,-0.972,11.7636,12.2567,11.7615,-7518170112,-7340726272,-7096154112,0.1181,0.0261,0.8844,0.1277,0.0103,0.0452,5.7658,0.0499,-1.4268,37.3786,4.6429,11.7258,673.4712,73.8268,2536.9128,226.8383,128.3878,130.0159,10.2035,0.5944,0.9469,-1.4712,0.761,0.7116,13.1622,5.1333,6.4263,-7608458752,-2176020736,-2237443840,207.8909,126.0401,129.4986,9.6677,0.8867,0.671,-1.3148,-0.5599,0.063,12.1277,6.1486,4.1108,-6288919040,-2089271808,-2217779968,0.7076,0.7434,0.7833,0.0774,0.0811,0.0862,-0.4616,-0.4465,-0.1282,7.9292,8.0461,8.0894,4524.9644,4245.1387,3824.0015,112.7986,111.5798,109.8623,0.0591,0.013,0.4424,113.4528,64.1936,65.0079,103.9772,63.0201,64.7488,0.3541,0.372,0.3919,Ipsala
8008,437.562,212.8044,48.4588,0.9737,100.9758,0.9787,8182,0.3889,4.3915,0.5256,0.4745,0.0266,0.0061,0.2252,0.9887,216.1354,225.9449,241.0731,16.6489,16.0911,14.3425,-0.7153,-1.429,-3.9829,7.0776,9.9243,23.937,-4052563712,-4460350976,-5128195072,0.5935,0.1035,0.9454,0.0371,0.0389,0.0562,-7.0823,-0.6245,-3.9816,101.6486,2.3148,23.9328,2926.4072,410.8308,735.0355,228.0301,126.791,119.4816,14.5167,0.9422,3.8108,-1.5937,-0.5545,0.4632,10.9281,4.1108,2.2499,-4544901632,-1246910336,-1095095296,209.0146,136.0392,122.7005,13.5729,3.4146,1.6177,-1.4845,-0.5993,0.8657,10.2767,2.3023,3.2366,-3758120704,-1457406464,-1160027648,0.7196,0.759,0.9455,0.1048,0.1134,0.1108,-0.671,-0.5585,-2.7756,6.4132,5.9668,15.2488,2531.3752,2300.4626,544.9468,108.075,112.9743,120.5258,0.2967,0.0517,0.4727,114.0203,63.3958,59.7469,104.5089,68.0136,61.3531,0.3598,0.3796,0.4727,Basmati
8160,362.557,150.9163,69.5043,0.8876,101.9296,0.9734,8383,0.6816,2.1713,0.7801,0.6754,0.0185,0.0085,0.4562,0.9905,213.9786,212.1652,222.923,19.6906,19.7093,19.4345,-1.6961,-1.6531,-1.9002,6.8494,6.7118,7.6387,-4052676864,-3978787072,-4427223552,0.6947,0.0487,0.8742,0.0035,0.0126,0.0762,6.8547,0.2991,-1.8999,298.1836,4.4093,7.6382,2868.8237,120.9331,1553.0813,217.4973,130.0458,122.9786,18.2138,0.6752,1.1697,-1.7687,0.2843,-0.5485,7.231,3.1894,5.1059,-4192111360,-1343596416,-1187837312,199.7385,132.5643,128.0002,16.8844,1.2495,0.0157,-1.7006,-0.6602,63.8527,6.8684,3.9433,4078.1128,-3480225280,-1401755776,-1297374720,0.654,0.6761,0.8012,0.1205,0.126,0.1415,-1.1905,-1.1445,-1.351,4.8111,4.6991,5.2568,2730.9661,2655.7537,1936.0182,106.9361,106.0296,111.4062,0.3474,0.0244,0.4369,108.6996,65.0223,61.4903,99.8241,66.2815,64.0001,0.3267,0.3377,0.4002,Arborio
15749,493.789,198.9527,101.9962,0.8586,141.606,0.9789,16088,0.6675,1.9506,0.8117,0.7118,0.0126,0.0065,0.5066,0.9882,235.4766,236.5017,232.1867,10.5829,10.3639,10.8323,-2.9314,-3.4257,-2.8191,23.1359,26.7975,21.6102,-9563309056,-9653185536,-9275846656,0.2029,0.0189,0.9279,0.0869,0.0143,0.0406,0.3407,2.1942,-3.402,11.5238,10.6623,26.7083,2112.4214,58.7016,1957.348,238.1172,127.2111,129.8853,9.4337,0.6103,1.6715,-3.4971,-0.246,2.2418,27.8249,3.9052,9.863,-9793373184,-2470105856,-2586590208,218.4388,126.2753,127.741,8.9523,1.423,0.8284,-3.2364,-2.3244,0.564,25.413,10.7456,3.4712,-8112875520,-2430522368,-2492927744,0.7938,0.841,0.8876,0.0731,0.0765,0.085,-1.9631,-2.1065,-1.7599,15.3133,16.0918,13.9559,4382.0776,3627.2312,2659.8206,117.732,118.2445,116.0861,0.1016,0.0095,0.4639,119.0531,63.6054,64.9431,109.2143,63.1373,63.8705,0.3969,0.4205,0.4438,Ipsala
13768,465.173,191.1059,93.1842,0.8731,132.4008,0.9795,14056,0.7629,2.0508,0.7996,0.6928,0.0139,0.0068,0.48,0.9844,244.2185,246.9359,243.3504,10.3159,10.1786,10.1959,-4.4746,-5.3329,-4.519,34.0925,41.1525,34.7867,-9049883648,-9269994496,-8979524608,0.2469,0.016,0.9685,0.1283,0.0088,0.0399,-0.6246,-0.5929,-5.3364,3.1738,2.2451,41.1604,2401.2686,35.2225,766.7191,247.1318,126.7937,129.2424,9.2178,0.8542,0.8677,-5.3122,0.305,0.3664,41.886,1.7111,2.6518,-9282468864,-2143861888,-2236269056,227.0532,126.7876,126.9113,8.7364,0.823,0.8984,-5.0685,-0.2713,0.3185,39.0944,2.7108,1.879,-7715825152,-2143625088,-2148267264,0.8708,0.9248,0.9854,0.0717,0.0752,0.0821,-3.8257,-4.1318,-3.5303,25.748,27.8457,23.8085,2714.3406,1640.6193,140.0866,122.0885,123.446,121.6536,0.1234,0.008,0.4841,123.5456,63.3973,64.6212,113.5084,63.3937,63.4564,0.4352,0.4622,0.4925,Ipsala
8069,459.232,222.6592,47.3196,0.9772,101.3596,0.9667,8347,0.5732,4.7054,0.4808,0.4552,0.0276,0.0059,0.2072,0.9751,212.3614,215.8732,240.7141,17.5927,17.2739,15.1927,-0.5004,-0.7781,-3.4918,6.0422,6.9797,20.3758,-3933825024,-4075021056,-5153367552,0.6458,0.1182,0.944,0.0216,0.0418,0.0596,-0.4682,-0.809,-3.4915,22.3863,2.6046,20.375,2935.0635,503.0381,751.1398,220.7096,130.4463,115.2578,15.5714,1.4428,4.63,-1.0189,-0.2332,0.8451,8.107,2.3681,2.6818,-4269478400,-1337818624,-1019877312,202.9419,139.418,124.6358,14.4554,4.1302,1.4132,-0.9697,-0.8577,0.4304,7.7823,2.714,2.4679,-3554113536,-1550560000,-1209876992,0.6821,0.7007,0.9339,0.1093,0.1179,0.1177,-0.3396,-0.1318,-2.2785,5.0189,4.5289,11.8741,2663.2612,2565.8455,668.4089,106.1588,107.9152,120.336,0.3229,0.0591,0.4719,110.3344,65.221,57.6259,101.454,69.7111,62.3181,0.3409,0.3502,0.4668,Basmati
5904,325.022,140.5706,54.1116,0.9229,86.7018,0.9739,6062,0.5161,2.5978,0.7023,0.6168,0.0238,0.0092,0.3804,0.9883,216.5903,218.7737,225.1675,18.0667,18.2344,18.3027,-1.3423,-1.4002,-1.5961,7.0953,7.2976,7.9054,-3005378048,-3071936512,-3270068992,0.6235,0.0385,0.883,0.0435,0.0121,0.0718,-7.3131,0.3765,-1.5958,108.325,3.2805,7.9048,2151.3394,59.9533,1064.7682,222.4549,128.1081,124.4062,16.6915,0.6045,1.2211,-1.5137,0.8768,-0.4945,7.8517,6.2684,3.4813,-3180732160,-940461376,-881620992,203.9489,131.1314,126.4035,15.6062,1.0856,0.6696,-1.4095,0.4918,0.7462,7.3299,3.6342,3.5024,-2631388928,-990171520,-913079936,0.6805,0.7139,0.8222,0.1174,0.1237,0.1388,-0.7499,-0.7338,-0.9028,4.6404,4.6086,4.9642,1932.6033,1828.145,1280.9203,108.3241,109.415,112.6142,0.3117,0.0192,0.4416,111.2527,64.0546,62.2026,102.0008,65.5674,63.2016,0.3405,0.3572,0.4114,Jasmine
14612,497.674,205.2522,92.9918,0.8915,136.3986,0.9676,15101,0.7093,2.2072,0.7414,0.6645,0.014,0.0064,0.4416,0.9747,241.6558,244.0352,240.395,8.8404,8.4991,8.3562,-4.7583,-6.0491,-5.5174,42.5533,55.8339,52.0994,-9380851712,-9582029824,-9272848384,0.2574,0.0164,0.957,0.1066,0.0075,0.0333,-0.6284,-0.2265,-6.0574,3.1458,3.4504,55.8967,2635.3298,36.919,1131.5731,244.5863,126.8577,129.3139,7.7448,0.7233,0.901,-5.9721,0.1352,1.3511,55.9955,2.0985,5.0157,-9626777600,-2277780224,-2376262656,224.5829,126.7909,127.0931,7.3391,0.7085,0.8602,-5.6397,-1.18,-0.1861,51.8075,6.7737,1.3928,-7991291904,-2275130880,-2287157504,0.848,0.9002,0.9578,0.0598,0.0625,0.0664,-4.1165,-4.4591,-4.1608,33.7358,36.5041,35.3616,3337.1111,2345.2817,982.3835,120.7985,121.9876,120.168,0.1286,0.0082,0.4784,122.2656,63.4293,64.6569,112.2655,63.3954,63.5468,0.4238,0.4499,0.4787,Ipsala
6416,295.445,112.8893,72.7788,0.7644,90.3831,0.9859,6508,0.7138,1.5511,0.9237,0.8006,0.0176,0.0113,0.641,0.9943,207.0084,208.1873,225.5811,21.0907,21.316,22.3586,-0.6906,-0.7113,-0.9578,4.3898,4.3948,5.2416,-2971230976,-3008746496,-3582427136,0.6497,0.0831,0.8848,0.0515,0.022,0.0874,-8.8655,-0.2212,-0.9509,97.7648,3.8,5.2097,2310.7651,227.0456,1097.9224,213.6463,130.0235,119.1382,19.6049,1.2378,2.7143,-0.8208,-0.3154,0.8148,4.8531,3.7022,4.9501,-3175663104,-1056124096,-871258112,196.1961,135.8356,126.0661,18.2792,2.3806,0.5681,-0.7355,-0.8512,0.6836,4.5144,4.9361,7.916,-2636517888,-1163334400,-986418304,0.6294,0.6491,0.8188,0.1352,0.1407,0.1717,-0.2243,-0.2075,-0.3536,2.8617,2.8064,3.1155,2117.1394,2072.4705,1242.3505,103.4376,104.0258,112.73,0.3249,0.0416,0.4422,106.7596,65.0147,59.5646,98.0409,67.9209,63.0331,0.3143,0.3241,0.4089,Karacadag
14742,489.768,203.6485,93.2621,0.889,137.004,0.979,15058,0.7335,2.1836,0.7723,0.6727,0.0138,0.0063,0.4526,0.9883,231.6128,228.9796,222.8973,10.6176,10.7601,10.917,-2.1932,-1.8475,-1.3695,17.3422,15.7464,13.381,-8635172864,-8423382528,-7944251904,0.1188,0.0378,0.9084,0.0447,0.0134,0.0417,12.5036,1.564,-2.1674,237.235,9.8722,17.1667,882.5508,146.7708,2267.0957,232.0147,127.9902,131.4902,9.7143,0.4956,1.2993,-2.0675,0.2865,1.6398,17.3622,9.8161,9.1033,-8664119296,-2343501568,-2487443200,212.7358,124.7439,129.7995,9.189,1.2332,0.7081,-1.9047,-1.2167,-0.1316,16.0425,7.1927,6.592,-7169149440,-2214582272,-2417246976,0.7471,0.7869,0.8123,0.0743,0.0787,0.0853,-0.9554,-0.9213,-0.501,9.991,9.878,8.6719,4607.939,4151.9868,3773.4185,115.8207,114.5029,111.4644,0.0594,0.0189,0.4543,116.0197,63.9957,65.7441,106.3796,62.3733,64.8997,0.3737,0.3936,0.4063,Ipsala
5460,316.111,141.1472,50.1843,0.9347,83.378,0.9727,5613,0.5879,2.8126,0.6866,0.5907,0.0259,0.0092,0.3489,0.9814,217.9443,230.2531,246.1804,12.4309,13.0292,13.3643,-2.4149,-2.9502,-4.1425,16.2543,18.3608,24.1149,-2804317696,-3161707008,-3657439488,0.5918,0.1145,0.9654,0.019,0.0229,0.0524,-2.5491,-1.5942,-4.1432,12.9849,5.4203,24.1189,2002.5568,314.7006,316.7721,231.5297,126.0101,118.6949,11.7443,0.8159,2.4249,-3.149,-0.2795,1.4816,19.9,6.4906,4.8064,-3197579520,-838640448,-735258240,212.1311,136.6375,121.4707,10.9427,2.1269,1.2331,-3.0517,-1.5767,1.3115,18.9745,5.2382,5.3749,-2641397760,-1002834752,-773456832,0.7426,0.7866,0.9896,0.0828,0.0893,0.1046,-2.2216,-2.0495,-3.4015,12.8941,12.2494,17.47,1709.4597,1520.4285,-49.5615,108.9436,115.0945,123.032,0.2958,0.0571,0.4825,115.734,63.0018,59.3591,106.0368,68.3054,60.7394,0.3711,0.3931,0.4944,Jasmine
6977,310.075,117.7045,76.5612,0.7595,94.2517,0.9857,7078,0.778,1.5374,0.9119,0.8007,0.0169,0.011,0.6412,0.9858,207.4561,205.4546,222.2312,16.3499,16.142,18.0738,-1.6826,-1.6907,-1.8757,9.4687,9.4694,10.2472,-3229205248,-3161298944,-3755131392,0.6621,0.0802,0.8739,0.1119,0.0215,0.0691,-4.3892,-1.0555,-1.8805,21.6123,4.1107,10.3187,2390.2749,233.8783,1349.3564,211.8191,131.1866,119.9424,15.0524,1.4011,3.8843,-1.8845,-1.5787,2.5652,10.4964,5.8089,11.3181,-3374626048,-1171281920,-962296192,194.5882,135.0549,127.4991,13.9555,3.4268,0.8255,-1.7751,-2.6142,2.1614,9.829,11.4617,10.402,-2803206656,-1249632640,-1099788032,0.6157,0.6306,0.7885,0.0983,0.1014,0.1292,-0.9864,-0.9215,-1.0157,6.0891,5.9271,6.1878,2437.9348,2418.9368,1784.7474,103.713,102.7118,111.1033,0.3314,0.0401,0.4369,105.8972,65.5924,59.971,97.2805,67.5274,63.7504,0.3077,0.3152,0.3941,Karacadag
7218,321.388,127.1666,73.2076,0.8177,95.8658,0.9836,7338,0.6868,1.7371,0.8781,0.7539,0.0176,0.0101,0.5683,0.9872,224.1083,223.1682,227.1833,18.635,18.7952,17.7597,-1.4557,-1.4178,-1.6227,6.3705,6.1884,7.3248,-3958441472,-3923140864,-4073910784,0.699,0.0181,0.8909,0.0676,0.0115,0.0696,-6.1615,1.1714,-1.6222,67.0606,3.9059,7.3239,2470.6472,23.5175,1229.8358,226.9396,128.6888,126.2096,17.0852,0.6241,1.1552,-1.5238,0.4695,-1.3032,6.8142,3.0054,3.8595,-4062125824,-1161303168,-1112603008,208.2859,129.6129,128.2614,15.9696,0.9407,0.4395,-1.4576,1.7618,1.0858,6.3888,6.2598,2.179,-3368664576,-1179821312,-1152794240,0.718,0.7505,0.8414,0.123,0.1302,0.1375,-0.986,-0.9596,-1.0831,3.9931,3.8918,4.4085,2225.1313,2053.9595,1421.6589,112.0717,111.6016,113.6093,0.3492,0.0091,0.4455,113.486,64.3449,63.1047,104.1561,64.8065,64.1305,0.3592,0.3754,0.4209,Arborio
8044,430.502,201.8253,52.5137,0.9656,101.2025,0.9631,8352,0.5911,3.8433,0.5454,0.5014,0.0251,0.0065,0.2514,0.9663,222.0599,221.4079,235.6282,15.2632,15.3596,15.562,-2.6216,-2.5248,-3.6152,16.0419,15.5329,20.6044,-4311822336,-4284689408,-4905751040,0.6529,0.0617,0.9241,0.1134,0.0232,0.0609,-5.2259,-0.9114,-3.616,29.6765,3.2319,20.6157,2794.7405,183.221,1005.0327,225.9197,130.267,120.9543,14.0775,1.2401,2.7496,-2.8321,-0.3732,0.9984,17.4503,2.3604,3.324,-4472506880,-1329580416,-1129445120,207.7295,134.1932,127.0823,13.0911,2.445,0.6617,-2.7444,-0.9819,-0.0704,16.6329,3.2117,2.5727,-3723201792,-1419983744,-1258828544,0.7167,0.7401,0.9007,0.0965,0.1018,0.1149,-1.7839,-1.5617,-2.6273,10.6465,9.8665,13.5485,2592.8613,2467.6172,1098.0813,110.9607,110.6356,117.7493,0.3262,0.0309,0.4618,112.8949,65.1333,60.4753,103.8069,67.0979,63.5404,0.358,0.3696,0.4499,Basmati
6039,286.504,108.8981,71.1578,0.757,87.6875,0.9789,6169,0.7556,1.5304,0.9245,0.8052,0.018,0.0118,0.6484,0.9923,199.6258,200.38,222.4817,16.7451,17.0529,18.4286,-0.6955,-0.7197,-1.2862,6.2194,6.1498,8.0913,-2572184832,-2594174464,-3259372544,0.64,0.1074,0.8744,0.1003,0.0295,0.0704,-4.2104,-1.0274,-1.3056,19.9985,3.7614,8.4851,2114.3323,319.9761,1160.1733,206.9127,131.0159,116.8337,15.6683,1.6062,4.8056,-0.9153,-1.6973,1.9311,7.0568,6.2263,7.3742,-2777473792,-1010953664,-786640192,190.0593,137.721,125.9192,14.4536,4.165,0.9417,-0.837,-1.9472,0.9241,6.6084,7.5207,4.3134,-2306308352,-1129634304,-926114560,0.583,0.5963,0.7857,0.1021,0.1071,0.1356,-0.1998,-0.1096,-0.4638,4.0817,3.9074,4.5905,2097.1008,2086.8149,1527.8772,99.8372,100.2125,111.2657,0.3202,0.0537,0.4373,103.4761,65.5088,58.4166,95.05,68.8615,62.9596,0.2917,0.2983,0.3931,Karacadag
6396,301.796,113.9399,72.7587,0.7696,90.2421,0.9716,6583,0.7382,1.566,0.8825,0.792,0.0178,0.0114,0.6273,0.9823,198.8735,199.338,226.9212,16.749,17.0888,20.2043,-1.5363,-1.5251,-1.7497,8.1897,8.1112,8.68,-2701928448,-2716636160,-3609040896,0.6646,0.1243,0.8899,0.0129,0.0239,0.0792,-20.9961,-1.3657,-1.75,1096.7561,5.039,8.6808,2306.655,417.0386,1075.4121,206.3884,131.8366,114.2572,16.0358,0.9578,3.012,-1.6827,-1.0031,1.4412,8.9881,5.0729,4.6564,-2926435072,-1085424000,-792026880,189.7808,140.1507,125.6481,14.8223,2.799,0.872,-1.5691,-1.357,0.7458,8.313,4.3474,3.3916,-2435737088,-1242568576,-976197760,0.5849,0.5929,0.818,0.1022,0.104,0.1473,-0.8471,-0.8089,-0.9605,4.894,4.7675,5.0957,2227.1274,2224.1614,1379.8173,99.4276,99.6609,113.4406,0.3323,0.0621,0.4449,103.1829,65.9156,57.1343,94.8826,70.0702,62.8244,0.2924,0.2964,0.4089,Karacadag
5223,324.884,149.6824,45.4108,0.9529,81.5483,0.9701,5384,0.7112,3.2962,0.6218,0.5448,0.0287,0.0087,0.2968,0.9784,209.3843,209.0126,219.5623,13.5475,13.4341,13.878,-1.819,-1.9318,-2.2427,14.4758,15.0505,15.8791,-2460508672,-2450792960,-2728857600,0.6728,0.0481,0.861,0.0136,0.0087,0.0544,2.7627,-0.6567,-2.2425,28.3255,4.539,15.8779,1871.717,74.7177,1118.6484,214.3718,129.5292,122.7747,12.4814,0.6221,0.9977,-2.1394,0.2759,0.8256,16.4039,2.6841,4.8107,-2587861248,-852478976,-757498496,196.6335,132.3565,127.2351,11.5926,0.932,0.4259,-1.9415,-0.8257,1.279,14.9902,4.3887,2.7276,-2142548992,-894082560,-819515264,0.6244,0.6475,0.7699,0.0835,0.0867,0.1007,-0.7364,-0.7063,-1.023,8.9128,8.9254,9.2815,1846.8325,1823.6193,1494.3539,104.6853,104.4998,109.7745,0.3364,0.0241,0.4305,107.1789,64.7643,61.3879,98.3093,66.178,63.6173,0.3121,0.3237,0.3849,Jasmine
15560,491.494,200.0556,100.1599,0.8656,140.7537,0.9832,15826,0.6258,1.9974,0.8094,0.7036,0.0129,0.0064,0.495,0.9887,238.2248,239.3413,234.3052,9.9129,9.931,10.7282,-3.7984,-4.0215,-2.9478,29.5374,30.8566,21.457,-9687353344,-9786584064,-9347133440,0.2018,0.022,0.9392,0.0832,0.0141,0.0387,0.2654,1.5276,-4.0779,10.5278,6.9419,31.406,2071.1311,70.6729,1657.8563,240.5261,127.1118,130.2754,9.0167,0.5607,1.6667,-4.0767,-0.0856,1.3927,31.9132,6.0546,5.9306,-9888697344,-2436252928,-2572498688,220.8051,126.0202,127.7334,8.5337,1.4178,0.8141,-3.8984,-1.6607,1.0638,29.9305,7.1775,5.4459,-8204546048,-2390662144,-2462680832,0.8141,0.8633,0.9067,0.0698,0.0733,0.0845,-2.6448,-2.7926,-2.0363,18.9808,19.8451,14.4893,4059.6775,3199.4587,2211.2271,119.0842,119.6425,117.1237,0.1009,0.011,0.4695,120.2364,63.5557,65.1383,110.379,63.0098,63.8667,0.4068,0.4314,0.4531,Ipsala
14654,495.43,204.0706,93.7124,0.8883,136.5945,0.9699,15108,0.5836,2.1776,0.7502,0.6693,0.0139,0.0064,0.448,0.9756,237.3262,239.8753,236.3486,9.9816,9.4846,9.5325,-3.2498,-4.4469,-3.6601,27.9862,38.5359,32.9086,-9048794112,-9259837440,-8966008832,0.2566,0.0161,0.9407,0.1105,0.0073,0.0372,-0.913,-0.8942,-4.4507,3.3508,3.0451,38.554,2656.0461,35.9024,1530.0146,240.9463,126.8035,129.1922,8.676,0.77,0.6587,-4.3909,-0.0251,0.4158,38.7117,2.3549,3.8258,-9347170304,-2282190848,-2378079232,221.0682,126.8182,126.9756,8.249,0.6375,0.8208,-4.0271,-0.2908,0.0228,34.9868,3.7284,1.5374,-7745964544,-2282738944,-2289045760,0.8154,0.8659,0.9221,0.068,0.0706,0.0764,-2.4134,-2.7505,-2.3071,20.1815,22.4184,20.3808,3811.7676,2979.8782,1791.047,118.6423,119.9148,118.1526,0.1282,0.0081,0.4703,120.4529,63.4027,64.596,110.5146,63.4091,63.4886,0.4076,0.4328,0.4609,Ipsala
5069,326.767,149.5083,44.2259,0.9552,80.3371,0.9756,5196,0.4339,3.3806,0.5966,0.5373,0.0295,0.0087,0.2887,0.9761,225.3916,226.5932,242.6145,15.2308,15.2589,15.3159,-1.9471,-2.0474,-2.9645,10.2595,10.568,14.6966,-2806471168,-2839136768,-3293449216,0.656,0.072,0.9514,0.0262,0.0197,0.0601,-5.5003,-0.976,-2.9647,168.4897,4.2466,14.6973,1832.6646,143.1406,406.3852,230.3239,129.7856,119.8615,13.8766,0.832,2.3005,-2.2187,-0.2132,1.2057,11.5937,4.4722,4.4581,-2938870272,-830979072,-697469696,211.8471,135.2432,126.1261,13.0234,2.0679,0.8403,-2.1501,-1.194,0.7569,10.9929,4.3168,3.8135,-2448543744,-910203584,-780168832,0.7513,0.7774,0.9601,0.1015,0.1068,0.1217,-1.5674,-1.4359,-2.2786,7.3961,7.0275,9.7729,1518.3395,1407.6421,178.2036,112.7129,113.3151,121.3066,0.328,0.0359,0.4757,115.1734,64.8882,59.9392,105.9367,67.6147,63.0641,0.3758,0.3889,0.4801,Jasmine
9053,373.458,149.3642,78.1367,0.8523,107.3622,0.9781,9256,0.6421,1.9116,0.8157,0.7188,0.0165,0.0086,0.5167,0.9876,231.3378,231.5995,238.2735,19.2592,19.7668,17.751,-1.6431,-1.5724,-2.1534,7.6939,7.3071,10.2889,-5321308160,-5336833024,-5665871360,0.6469,0.0309,0.9344,0.0487,0.016,0.0696,-7.2703,0.6397,-2.1526,89.938,2.6775,10.2832,3265.8237,69.0225,951.6471,234.3786,128.707,124.5999,17.7131,0.8956,1.8815,-1.7413,1.0793,-0.4187,8.2537,3.3514,2.4462,-5466834432,-1457035904,-1356734080,215.4675,130.8929,127.1528,16.6011,1.6286,0.364,-1.6609,0.5064,2.0268,7.7512,2.4408,5.4443,-4550403584,-1512382464,-1418428672,0.7805,0.8156,0.9337,0.1318,0.1412,0.1439,-1.0935,-1.0216,-1.4281,4.7954,4.5246,6.0943,2363.78,2013.6594,579.2383,115.6419,115.7717,119.1167,0.3234,0.0155,0.4671,117.1631,64.3553,62.296,107.7113,65.4495,63.5772,0.39,0.4076,0.4667,Arborio
